I,o,d
150356,346,233
150357,394,431
150358,276,93
150359,346,376
150360,31,286
150361,147,202
150362,308,410
150363,292,198
150364,207,195
150365,146,141
150366,198,12
150367,383,227
150368,453,278
150369,305,274
150370,107,166
150371,202,353
150372,348,12
150373,30,3
150374,437,363
150375,181,450
150376,71,108
150377,401,120
150378,418,262
150379,235,223
150380,290,19
150381,383,399
150382,251,92
150383,361,83
150384,338,143
150385,198,278
150386,379,280
150387,441,327
150388,6,234
150389,411,378
150390,332,374
150391,134,284
150392,25,196
150393,307,135
150394,256,212
150395,107,217
150396,87,308
150397,369,243
150398,412,147
150399,322,63
150400,16,175
150401,161,200
150402,17,246
150403,266,132
150404,214,350
150405,53,157
150406,190,78
150407,385,233
150408,227,362
150409,319,311
150410,194,2
150411,153,133
150412,247,325
150413,141,207
150414,404,374
150415,446,7
150416,212,248
150417,125,166
150418,382,250
150419,134,312
150420,102,431
150421,287,83
150422,333,139
150423,108,13
150424,142,369
150425,359,448
150426,332,166
150427,277,60
150428,398,400
150429,366,389
150430,252,158
150431,368,347
150432,217,187
150433,383,293
150434,331,48
150435,15,328
150436,214,264
150437,188,439
150438,27,101
150439,427,258
150440,4,146
150441,193,335
150442,310,273
150443,34,344
150444,238,128
150445,144,261
150446,205,67
150447,296,270
150448,259,322
150449,300,298
150450,41,226
150451,142,195
150452,337,73
150453,268,330
150454,34,8
150455,137,368
150456,394,174
150457,217,249
150458,136,386
150459,45,43
150460,123,69
150461,450,281
150462,153,182
150463,249,106
150464,27,406
150465,389,323
150466,68,263
150467,0,95
150468,56,44
150469,18,341
150470,396,333
150471,370,198
150472,390,334
150473,122,102
150474,201,179
150475,40,382
150476,16,241
150477,106,279
150478,202,30
150479,207,65
150480,210,15
150481,207,413
150482,298,418
150483,186,395
150484,380,409
150485,417,412
150486,194,85
150487,314,394
150488,361,423
150489,307,235
150490,349,276
150491,333,40
150492,187,266
150493,105,211
150494,248,369
150495,63,173
150496,220,321
150497,121,438
150498,328,352
150499,356,426
150500,272,335
150501,281,358
150502,175,27
150503,12,293
150504,173,71
150505,347,333
150506,321,110
150507,40,424
150508,393,232
150509,218,433
150510,164,76
150511,95,409
150512,313,153
150513,205,230
150514,109,78
150515,415,321
150516,134,62
150517,114,14
150518,333,194
150519,165,158
150520,94,26
150521,296,143
150522,149,282
150523,110,52
150524,53,15
150525,378,26
150526,223,120
150527,2,350
150528,164,313
150529,28,329
150530,152,387
150531,22,191
150532,253,308
150533,142,83
150534,444,387
150535,271,395
150536,324,264
150537,134,397
150538,437,407
150539,189,39
150540,78,373
150541,423,301
150542,97,196
150543,247,394
150544,250,43
150545,119,439
150546,180,158
150547,322,34
150548,14,159
150549,85,17
150550,317,52
150551,205,133
150552,38,137
150553,177,101
150554,178,425
150555,309,244
150556,46,7
150557,87,417
150558,112,315
150559,348,364
150560,80,421
150561,391,262
150562,73,452
150563,126,207
150564,88,130
150565,120,135
150566,55,280
150567,276,289
150568,137,172
150569,431,17
150570,433,163
150571,299,159
150572,60,323
150573,285,190
150574,410,212
150575,413,368
150576,108,268
150577,439,234
150578,214,109
150579,203,218
150580,309,210
150581,114,306
150582,5,334
150583,1,34
150584,140,411
150585,46,28
150586,236,267
150587,257,382
150588,346,312
150589,134,332
150590,29,192
150591,307,72
150592,24,21
150593,284,392
150594,308,421
150595,289,451
150596,233,301
150597,16,83
150598,99,350
150599,99,447
150600,217,173
150601,128,396
150602,15,365
150603,48,399
150604,329,311
150605,252,68
150606,307,31
150607,338,71
150608,42,274
150609,293,77
150610,401,440
150611,386,344
150612,155,315
150613,12,211
150614,157,359
150615,48,153
150616,19,150
150617,146,12
150618,430,314
150619,439,376
150620,314,340
150621,391,53
150622,411,249
150623,325,56
150624,176,261
150625,105,118
150626,433,343
150627,131,270
150628,141,260
150629,437,260
150630,30,5
150631,230,237
150632,136,51
150633,88,295
150634,91,314
150635,177,215
150636,270,407
150637,62,392
150638,195,307
150639,179,290
150640,184,148
150641,322,188
150642,256,31
150643,401,256
150644,45,420
150645,44,408
150646,83,72
150647,113,158
150648,374,177
150649,328,429
150650,424,306
150651,383,10
150652,198,114
150653,119,429
150654,47,361
150655,381,439
150656,283,214
150657,334,45
150658,317,359
150659,237,93
150660,219,221
150661,173,376
150662,349,391
150663,75,17
150664,441,298
150665,95,234
150666,425,85
150667,237,404
150668,44,76
150669,378,193
150670,226,52
150671,427,117
150672,444,40
150673,308,345
150674,138,246
150675,183,141
150676,287,311
150677,91,443
150678,325,209
150679,375,131
150680,29,300
150681,396,235
150682,216,404
150683,281,85
150684,444,168
150685,143,419
150686,247,75
150687,73,115
150688,177,269
150689,251,429
150690,325,105
150691,330,42
150692,289,452
150693,108,185
150694,166,445
150695,403,385
150696,139,248
150697,390,97
150698,93,280
150699,444,163
150700,230,80
150701,320,99
150702,303,87
150703,174,124
150704,210,78
150705,63,62
150706,33,427
150707,60,127
150708,297,434
150709,257,439
150710,112,366
150711,446,6
150712,277,138
150713,384,284
150714,324,177
150715,15,275
150716,386,348
150717,308,96
150718,384,177
150719,23,159
150720,431,16
150721,164,149
150722,30,308
150723,158,306
150724,209,271
150725,53,46
150726,257,160
150727,134,9
150728,57,295
150729,213,184
150730,411,199
150731,89,235
150732,313,120
150733,163,334
150734,345,387
150735,47,349
150736,221,348
150737,355,450
150738,52,380
150739,127,317
150740,184,368
150741,16,13
150742,369,331
150743,348,153
150744,239,343
150745,151,40
150746,320,28
150747,221,124
150748,151,256
150749,212,297
150750,65,234
150751,381,68
150752,450,333
150753,435,267
150754,126,16
150755,328,307
150756,95,161
150757,181,83
150758,419,298
150759,243,178
150760,128,287
150761,194,24
150762,147,325
150763,148,185
150764,20,379
150765,80,90
150766,131,127
150767,175,53
150768,247,132
150769,35,6
150770,282,330
150771,315,183
150772,49,361
150773,79,288
150774,317,12
150775,449,436
150776,157,181
150777,197,172
150778,212,394
150779,224,447
150780,33,116
150781,48,193
150782,309,49
150783,231,229
150784,410,76
150785,13,193
150786,251,168
150787,106,187
150788,138,118
150789,285,186
150790,423,354
150791,202,114
150792,134,423
150793,60,389
150794,277,23
150795,138,433
150796,241,447
150797,194,75
150798,304,369
150799,183,161
150800,274,430
150801,337,333
150802,126,384
150803,300,317
150804,392,114
150805,269,50
150806,125,407
150807,320,63
150808,264,209
150809,356,276
150810,234,439
150811,46,392
150812,400,206
150813,311,6
150814,347,124
150815,130,396
150816,179,349
150817,426,176
150818,99,121
150819,290,433
150820,125,186
150821,70,163
150822,95,75
150823,84,275
150824,436,396
150825,358,20
150826,110,438
150827,170,83
150828,185,247
150829,92,290
150830,115,56
150831,72,42
150832,227,454
150833,191,251
150834,236,237
150835,273,453
150836,64,369
150837,400,375
150838,234,287
150839,409,316
150840,221,311
150841,36,251
150842,373,433
150843,142,320
150844,314,396
150845,162,223
150846,422,198
150847,74,182
150848,263,447
150849,1,38
150850,16,223
150851,156,166
150852,296,430
150853,445,87
150854,274,335
150855,330,406
150856,377,36
150857,107,401
150858,352,299
150859,337,350
150860,102,66
150861,315,194
150862,441,223
150863,278,453
150864,138,196
150865,353,158
150866,28,314
150867,360,227
150868,183,374
150869,329,210
150870,400,328
150871,202,24
150872,273,255
150873,208,100
150874,256,335
150875,307,361
150876,434,29
150877,398,386
150878,347,425
150879,408,434
150880,58,194
150881,92,188
150882,14,291
150883,277,80
150884,96,404
150885,132,302
150886,92,402
150887,425,394
150888,369,22
150889,69,60
150890,357,287
150891,30,218
150892,69,175
150893,317,301
150894,452,218
150895,256,52
150896,19,254
150897,107,363
150898,108,204
150899,81,250
150900,37,180
150901,242,129
150902,307,147
150903,312,124
150904,403,364
150905,193,322
150906,130,308
150907,199,81
150908,330,207
150909,345,431
150910,397,56
150911,16,256
150912,296,382
150913,194,291
150914,245,301
150915,391,193
150916,81,183
150917,183,213
150918,189,78
150919,160,395
150920,221,121
150921,380,220
150922,200,45
150923,148,241
150924,115,210
150925,72,351
150926,416,31
150927,370,211
150928,144,205
150929,168,153
150930,429,172
150931,232,317
150932,90,165
150933,97,21
150934,114,273
150935,146,373
150936,150,189
150937,183,363
150938,78,259
150939,415,18
150940,407,10
150941,0,171
150942,275,367
150943,165,57
150944,322,50
150945,17,283
150946,280,71
150947,301,406
150948,120,203
150949,316,238
150950,411,88
150951,202,355
150952,97,340
150953,408,27
150954,278,362
150955,283,167
150956,318,198
150957,449,140
150958,67,118
150959,294,6
150960,319,334
150961,346,211
150962,440,331
150963,169,117
150964,260,9
150965,190,297
150966,385,194
150967,403,112
150968,24,262
150969,217,141
150970,117,342
150971,166,379
150972,341,48
150973,155,189
150974,185,358
150975,67,139
150976,444,177
150977,375,399
150978,98,444
150979,51,2
150980,199,23
150981,55,190
150982,107,443
150983,236,354
150984,360,113
150985,70,113
150986,400,211
150987,155,154
150988,187,19
150989,30,267
150990,249,308
150991,354,452
150992,247,63
150993,254,227
150994,88,31
150995,196,306
150996,186,274
150997,58,29
150998,328,141
150999,42,266
151000,150,47
151001,169,281
151002,300,342
151003,6,342
151004,99,401
151005,216,336
151006,30,175
151007,207,424
151008,58,379
151009,303,115
151010,5,412
151011,43,161
151012,173,304
151013,179,377
151014,317,442
151015,360,356
151016,40,105
151017,144,65
151018,148,67
151019,61,69
151020,4,123
151021,175,314
151022,246,230
151023,393,332
151024,335,447
151025,255,30
151026,184,157
151027,363,37
151028,397,174
151029,120,275
151030,31,104
151031,252,78
151032,311,138
151033,67,15
151034,120,134
151035,265,400
151036,429,277
151037,453,211
151038,221,358
151039,271,441
151040,212,83
151041,52,93
151042,72,242
151043,273,241
151044,29,343
151045,214,122
151046,434,352
151047,273,110
151048,291,55
151049,59,107
151050,52,444
151051,257,40
151052,437,31
151053,211,22
151054,161,428
151055,438,255
151056,46,443
151057,70,443
151058,445,102
151059,102,267
151060,329,269
151061,204,41
151062,21,133
151063,178,283
151064,75,294
151065,265,351
151066,12,2
151067,197,419
151068,201,218
151069,400,219
151070,411,251
151071,206,106
151072,158,290
151073,430,104
151074,204,65
151075,429,451
151076,391,22
151077,397,23
151078,323,92
151079,130,287
151080,169,395
151081,453,369
151082,179,345
151083,7,442
151084,129,156
151085,412,418
151086,55,257
151087,130,131
151088,262,107
151089,97,306
151090,446,14
151091,4,234
151092,241,114
151093,113,49
151094,433,328
151095,155,115
151096,250,434
151097,52,163
151098,250,277
151099,90,186
151100,181,360
151101,430,142
151102,138,271
151103,40,95
151104,46,348
151105,335,429
151106,156,405
151107,150,227
151108,399,201
151109,27,350
151110,373,161
151111,207,234
151112,318,449
151113,185,30
151114,178,39
151115,6,429
151116,403,319
151117,33,279
151118,180,33
151119,448,245
151120,277,394
151121,180,66
151122,428,112
151123,170,58
151124,361,14
151125,185,341
151126,310,441
151127,31,432
151128,137,269
151129,366,211
151130,272,301
151131,268,198
151132,177,260
151133,401,436
151134,289,449
151135,188,199
151136,227,24
151137,292,224
151138,261,143
151139,408,449
151140,93,250
151141,226,322
151142,93,302
151143,293,83
151144,225,214
151145,274,436
151146,66,358
151147,16,100
151148,252,399
151149,240,422
151150,316,136
151151,408,38
151152,357,290
151153,444,196
151154,323,258
151155,238,422
151156,322,129
151157,93,6
151158,33,210
151159,51,107
151160,59,341
151161,386,292
151162,30,159
151163,4,358
151164,344,432
151165,363,169
151166,245,31
151167,282,115
151168,68,123
151169,323,400
151170,81,314
151171,442,441
151172,95,40
151173,287,206
151174,13,158
151175,446,207
151176,63,162
151177,445,99
151178,206,284
151179,114,206
151180,176,218
151181,198,306
151182,256,307
151183,333,15
151184,111,65
151185,219,117
151186,345,83
151187,252,253
151188,111,325
151189,247,161
151190,340,145
151191,131,353
151192,12,131
151193,319,404
151194,441,416
151195,397,408
151196,92,277
151197,100,444
151198,139,430
151199,151,170
151200,206,360
151201,137,342
151202,346,437
151203,252,358
151204,190,359
151205,165,204
151206,366,138
151207,94,137
151208,285,306
151209,207,375
151210,269,2
151211,82,110
151212,422,370
151213,354,333
151214,101,91
151215,321,377
151216,45,90
151217,133,94
151218,178,201
151219,454,251
151220,301,393
151221,91,286
151222,157,162
151223,9,445
151224,285,157
151225,139,7
151226,19,308
151227,43,46
151228,194,345
151229,391,337
151230,158,426
151231,45,399
151232,101,335
151233,392,7
151234,69,174
151235,424,324
151236,406,351
151237,63,29
151238,7,291
151239,42,333
151240,225,69
151241,153,272
151242,155,85
151243,386,75
151244,448,172
151245,255,286
151246,264,17
151247,86,112
151248,422,393
151249,146,173
151250,22,435
151251,241,206
151252,177,342
151253,63,211
151254,445,111
151255,119,288
151256,77,262
151257,396,358
151258,258,155
151259,223,6
151260,427,62
151261,427,354
151262,424,126
151263,86,401
151264,291,390
151265,111,385
151266,177,239
151267,101,188
151268,111,107
151269,104,229
151270,442,218
151271,98,183
151272,125,22
151273,270,189
151274,293,25
151275,261,448
151276,66,259
151277,95,182
151278,127,179
151279,38,61
151280,88,296
151281,374,307
151282,228,109
151283,82,268
151284,303,113
151285,366,314
151286,232,105
151287,39,216
151288,352,422
151289,127,32
151290,379,262
151291,6,171
151292,56,222
151293,144,393
151294,337,323
151295,201,137
151296,444,24
151297,39,369
151298,24,429
151299,240,119
151300,407,155
151301,51,219
151302,183,385
151303,63,220
151304,78,386
151305,175,169
151306,123,230
151307,393,55
151308,418,334
151309,125,267
151310,335,31
151311,370,49
151312,239,176
151313,213,389
151314,308,370
151315,322,169
151316,380,51
151317,320,275
151318,32,6
151319,47,50
151320,230,235
151321,338,241
151322,10,284
151323,431,258
151324,4,427
151325,71,183
151326,158,71
151327,332,222
151328,238,76
151329,196,224
151330,301,299
151331,281,232
151332,296,123
151333,98,189
151334,266,147
151335,54,439
151336,422,328
151337,387,295
151338,93,374
151339,234,131
151340,94,29
151341,166,130
151342,65,337
151343,363,241
151344,320,121
151345,177,307
151346,90,435
151347,250,396
151348,288,260
151349,399,298
151350,434,41
151351,339,382
151352,118,417
151353,22,71
151354,351,87
151355,441,64
151356,364,73
151357,438,227
151358,169,287
151359,278,272
151360,271,389
151361,121,318
151362,32,206
151363,264,263
151364,258,214
151365,265,131
151366,138,278
151367,271,440
151368,335,2
151369,188,430
151370,454,67
151371,182,429
151372,72,262
151373,66,426
151374,413,336
151375,156,430
151376,97,358
151377,206,101
151378,241,298
151379,198,241
151380,347,400
151381,183,9
151382,128,421
151383,270,23
151384,418,437
151385,326,56
151386,66,44
151387,261,130
151388,230,69
151389,35,383
151390,151,72
151391,31,44
151392,400,168
151393,353,291
151394,338,80
151395,296,376
151396,307,265
151397,268,210
151398,181,342
151399,317,419
151400,441,312
151401,131,159
151402,264,131
151403,141,88
151404,311,202
151405,319,38
151406,315,434
151407,216,251
151408,221,157
151409,443,444
151410,83,59
151411,412,42
151412,92,447
151413,405,100
151414,98,181
151415,392,63
151416,415,315
151417,226,88
151418,294,234
151419,118,166
151420,324,247
151421,1,259
151422,294,394
151423,425,147
151424,159,426
151425,417,53
151426,426,224
151427,239,226
151428,13,300
151429,68,321
151430,293,212
151431,67,25
151432,43,80
151433,233,266
151434,147,193
151435,1,197
151436,454,229
151437,349,299
151438,249,387
151439,321,365
151440,93,340
151441,256,263
151442,59,394
151443,253,447
151444,420,150
151445,198,207
151446,145,20
151447,321,113
151448,118,408
151449,204,215
151450,18,386
151451,4,145
151452,454,167
151453,196,116
151454,111,153
151455,152,149
151456,209,241
151457,307,420
151458,404,119
151459,169,196
151460,133,72
151461,325,82
151462,306,122
151463,127,266
151464,38,78
151465,453,173
151466,94,359
151467,61,426
151468,20,258
151469,46,62
151470,252,364
151471,197,358
151472,235,347
151473,157,19
151474,49,47
151475,138,40
151476,171,230
151477,225,296
151478,437,18
151479,11,235
151480,125,76
151481,123,154
151482,2,203
151483,409,1
151484,181,276
151485,192,33
151486,119,257
151487,310,442
151488,70,310
151489,419,39
151490,409,317
151491,218,147
151492,192,23
151493,224,43
151494,308,382
151495,414,14
151496,76,106
151497,400,183
151498,122,93
151499,168,436
151500,439,162
151501,22,7
151502,342,132
151503,12,38
151504,229,13
151505,315,174
151506,301,447
151507,228,42
151508,68,164
151509,405,130
151510,246,78
151511,404,158
151512,306,280
151513,453,311
151514,191,182
151515,416,329
151516,45,300
151517,448,119
151518,412,318
151519,2,296
151520,230,25
151521,5,235
151522,248,62
151523,252,102
151524,296,273
151525,198,123
151526,254,324
151527,324,322
151528,50,424
151529,26,327
151530,380,331
151531,89,198
151532,302,45
151533,202,45
151534,1,217
151535,221,241
151536,267,353
151537,278,149
151538,134,282
151539,325,50
151540,181,410
151541,111,75
151542,415,310
151543,31,85
151544,140,390
151545,362,271
151546,156,244
151547,451,52
151548,285,256
151549,21,450
151550,79,378
151551,306,226
151552,427,368
151553,397,442
151554,254,153
151555,311,18
151556,401,118
151557,370,98
151558,7,275
151559,447,292
151560,160,16
151561,352,185
151562,267,159
151563,9,289
151564,411,225
151565,214,449
151566,17,132
151567,429,441
151568,108,208
151569,403,250
151570,143,276
151571,436,424
151572,128,123
151573,195,207
151574,167,301
151575,98,386
151576,1,322
151577,117,256
151578,187,442
151579,15,290
151580,432,131
151581,102,183
151582,433,323
151583,157,212
151584,250,358
151585,220,45
151586,361,364
151587,209,362
151588,237,319
151589,203,122
151590,136,81
151591,290,200
151592,352,69
151593,256,247
151594,165,447
151595,39,242
151596,54,425
151597,153,36
151598,354,182
151599,293,345
151600,250,60
151601,58,63
151602,311,427
151603,328,396
151604,348,1
151605,436,353
151606,384,123
151607,190,59
151608,443,169
151609,240,149
151610,31,379
151611,419,207
151612,446,46
151613,427,221
151614,87,310
151615,438,226
151616,263,270
151617,84,423
151618,56,35
151619,417,140
151620,398,392
151621,223,426
151622,339,164
151623,352,138
151624,284,49
151625,28,109
151626,156,358
151627,393,156
151628,417,331
151629,382,347
151630,448,266
151631,350,424
151632,300,267
151633,111,58
151634,152,258
151635,87,165
151636,166,439
151637,156,169
151638,189,136
151639,391,214
151640,370,216
151641,165,43
151642,338,416
151643,120,305
151644,46,264
151645,194,422
151646,18,90
151647,190,36
151648,152,47
151649,390,282
151650,451,283
151651,46,210
151652,325,420
151653,178,203
151654,57,349
151655,250,338
151656,95,19
151657,437,253
151658,364,441
151659,43,250
151660,272,403
151661,295,273
151662,239,35
151663,142,79
151664,304,339
151665,348,213
151666,296,360
151667,92,76
151668,99,253
151669,352,325
151670,199,400
151671,54,234
151672,273,344
151673,181,406
151674,244,366
151675,319,325
151676,259,125
151677,189,264
151678,449,116
151679,374,180
151680,389,226
151681,32,328
151682,263,341
151683,244,409
151684,11,328
151685,258,265
151686,176,298
151687,371,390
151688,89,289
151689,108,143
151690,336,106
151691,127,426
151692,413,157
151693,177,64
151694,432,393
151695,237,412
151696,69,218
151697,202,231
151698,251,46
151699,313,201
151700,48,315
151701,279,156
151702,81,348
151703,164,163
151704,250,361
151705,177,146
151706,159,33
151707,14,252
151708,132,437
151709,2,451
151710,264,91
151711,422,62
151712,329,406
151713,45,60
151714,203,271
151715,175,316
151716,40,132
151717,297,204
151718,357,224
151719,212,341
151720,180,337
151721,158,384
151722,137,268
151723,417,345
151724,201,274
151725,429,320
151726,179,318
151727,11,159
151728,179,68
151729,252,423
151730,280,268
151731,267,70
151732,146,224
151733,219,8
151734,22,210
151735,337,204
151736,171,250
151737,424,17
151738,246,91
151739,151,447
151740,202,13
151741,222,288
151742,352,149
151743,399,85
151744,375,304
151745,35,320
151746,316,413
151747,319,333
151748,56,444
151749,20,203
151750,105,284
151751,109,346
151752,29,348
151753,159,297
151754,119,344
151755,256,61
151756,118,320
151757,26,305
151758,172,231
151759,206,216
151760,153,312
151761,351,143
151762,13,116
151763,131,10
151764,445,420
151765,325,154
151766,232,41
151767,63,163
151768,222,195
151769,449,121
151770,164,167
151771,317,454
151772,264,358
151773,221,355
151774,112,290
151775,240,421
151776,346,88
151777,305,190
151778,4,311
151779,174,269
151780,258,248
151781,414,146
151782,303,193
151783,407,363
151784,131,152
151785,81,400
151786,67,7
151787,352,119
151788,265,178
151789,266,83
151790,376,326
151791,76,205
151792,382,30
151793,221,23
151794,337,58
151795,421,169
151796,318,74
151797,428,322
151798,70,405
151799,146,270
151800,245,321
151801,297,86
151802,294,330
151803,195,103
151804,311,193
151805,12,178
151806,296,355
151807,372,358
151808,170,363
151809,258,46
151810,161,165
151811,441,204
151812,190,393
151813,114,283
151814,193,311
151815,57,122
151816,384,61
151817,106,446
151818,264,187
151819,255,215
151820,394,430
151821,86,41
151822,25,166
151823,124,383
151824,40,307
151825,158,83
151826,410,168
151827,191,57
151828,223,119
151829,352,271
151830,164,337
151831,158,451
151832,94,174
151833,313,124
151834,22,450
151835,70,30
151836,173,183
151837,305,175
151838,67,112
151839,61,384
151840,129,200
151841,453,184
151842,352,191
151843,192,379
151844,303,77
151845,155,385
151846,286,23
151847,366,323
151848,105,66
151849,245,208
151850,85,71
151851,73,13
151852,267,115
151853,164,18
151854,310,299
151855,256,118
151856,448,23
151857,257,238
151858,253,181
151859,51,94
151860,12,343
151861,281,8
151862,244,454
151863,97,362
151864,204,56
151865,240,239
151866,96,417
151867,40,176
151868,337,39
151869,231,216
151870,59,87
151871,120,426
151872,398,197
151873,448,193
151874,195,112
151875,72,90
151876,239,170
151877,59,307
151878,422,181
151879,282,195
151880,449,30
151881,248,375
151882,38,144
151883,187,240
151884,280,14
151885,33,150
151886,340,181
151887,264,286
151888,133,175
151889,241,250
151890,378,273
151891,414,164
151892,412,145
151893,49,394
151894,337,454
151895,103,275
151896,290,269
151897,329,93
151898,122,119
151899,422,169
151900,127,61
151901,314,303
151902,256,47
151903,222,116
151904,387,108
151905,59,148
151906,113,320
151907,386,64
151908,444,385
151909,236,186
151910,179,62
151911,131,279
151912,139,41
151913,115,311
151914,380,237
151915,69,257
151916,81,426
151917,142,341
151918,421,323
151919,202,249
151920,386,288
151921,147,166
151922,64,50
151923,84,328
151924,371,261
151925,87,345
151926,254,125
151927,289,254
151928,145,184
151929,86,140
151930,382,164
151931,196,364
151932,372,404
151933,296,39
151934,334,152
151935,292,132
151936,433,408
151937,129,340
151938,85,387
151939,96,68
151940,436,409
151941,187,324
151942,363,1
151943,406,228
151944,344,189
151945,405,444
151946,444,429
151947,306,56
151948,243,359
151949,244,46
151950,318,84
151951,231,392
151952,365,420
151953,119,137
151954,375,93
151955,212,307
151956,140,300
151957,108,241
151958,168,178
151959,92,324
151960,227,446
151961,304,126
151962,274,393
151963,441,19
151964,46,330
151965,86,197
151966,394,378
151967,141,126
151968,274,298
151969,88,334
151970,280,427
151971,307,92
151972,248,2
151973,145,103
151974,188,291
151975,244,386
151976,195,253
151977,212,321
151978,360,53
151979,391,407
151980,222,450
151981,154,209
151982,4,238
151983,189,59
151984,316,95
151985,123,312
151986,324,427
151987,77,141
151988,148,48
151989,9,312
151990,116,77
151991,186,235
151992,92,125
151993,251,406
151994,417,75
151995,322,122
151996,57,446
151997,16,324
151998,57,31
151999,51,288
152000,125,368
152001,139,12
152002,156,333
152003,172,107
152004,348,264
152005,189,10
152006,450,427
152007,391,186
152008,182,162
152009,34,332
152010,333,58
152011,433,364
152012,273,172
152013,450,170
152014,68,275
152015,211,196
152016,69,102
152017,400,184
152018,1,280
152019,102,85
152020,335,354
152021,411,81
152022,146,149
152023,315,156
152024,375,130
152025,200,402
152026,261,236
152027,211,363
152028,17,452
152029,46,283
152030,242,110
152031,207,60
152032,318,219
152033,379,289
152034,441,90
152035,398,353
152036,405,71
152037,75,85
152038,136,141
152039,341,104
152040,183,254
152041,183,74
152042,152,332
152043,268,394
152044,403,106
152045,279,171
152046,384,171
152047,146,380
152048,101,419
152049,90,77
152050,329,24
152051,188,305
152052,201,169
152053,425,110
152054,373,127
152055,218,259
152056,2,215
152057,309,214
152058,18,159
152059,432,10
152060,228,315
152061,118,285
152062,109,264
152063,441,332
152064,68,326
152065,410,386
152066,436,428
152067,395,85
152068,411,131
152069,248,40
152070,40,79
152071,320,345
152072,173,131
152073,193,309
152074,66,428
152075,199,434
152076,202,397
152077,235,213
152078,119,179
152079,291,290
152080,254,425
152081,138,409
152082,100,307
152083,249,285
152084,268,65
152085,167,122
152086,281,184
152087,132,228
152088,383,235
152089,331,425
152090,212,27
152091,417,454
152092,115,389
152093,126,131
152094,229,147
152095,332,205
152096,52,310
152097,338,49
152098,228,125
152099,184,207
152100,129,0
152101,346,100
152102,433,332
152103,24,126
152104,117,170
152105,19,169
152106,241,67
152107,396,188
152108,271,102
152109,154,180
152110,308,357
152111,412,310
152112,60,163
152113,124,415
152114,146,231
152115,56,106
152116,402,22
152117,185,230
152118,142,321
152119,144,209
152120,68,127
152121,433,143
152122,327,325
152123,199,405
152124,330,437
152125,168,433
152126,258,293
152127,110,344
152128,114,314
152129,167,369
152130,111,137
152131,384,389
152132,65,212
152133,436,115
152134,79,435
152135,279,328
152136,378,96
152137,363,349
152138,411,231
152139,401,214
152140,217,404
152141,153,369
152142,336,143
152143,227,214
152144,330,20
152145,280,326
152146,17,205
152147,98,76
152148,190,149
152149,222,368
152150,121,278
152151,445,325
152152,447,27
152153,254,166
152154,4,53
152155,156,255
152156,364,130
152157,262,63
152158,273,30
152159,303,435
152160,128,196
152161,325,12
152162,190,428
152163,354,322
152164,389,365
152165,139,367
152166,359,302
152167,252,95
152168,81,234
152169,301,219
152170,408,158
152171,201,76
152172,25,329
152173,22,292
152174,192,328
152175,42,26
152176,192,111
152177,142,423
152178,200,127
152179,201,156
152180,228,162
152181,451,27
152182,242,233
152183,37,147
152184,436,431
152185,246,65
152186,51,235
152187,380,223
152188,327,129
152189,272,170
152190,89,444
152191,357,141
152192,188,108
152193,102,116
152194,434,392
152195,265,440
152196,276,220
152197,122,268
152198,182,150
152199,241,284
152200,380,186
152201,314,421
152202,450,360
152203,427,384
152204,79,178
152205,332,139
152206,303,349
152207,185,152
152208,209,352
152209,160,203
152210,257,9
152211,360,29
152212,123,63
152213,85,81
152214,50,341
152215,121,145
152216,428,121
152217,61,261
152218,33,220
152219,327,324
152220,120,111
152221,94,83
152222,363,425
152223,127,444
152224,93,98
152225,437,192
152226,114,255
152227,262,229
152228,97,443
152229,436,66
152230,220,415
152231,110,247
152232,16,152
152233,366,186
152234,182,324
152235,305,295
152236,111,213
152237,70,445
152238,299,20
152239,150,46
152240,188,170
152241,353,91
152242,356,148
152243,260,76
152244,123,67
152245,335,235
152246,320,321
152247,439,267
152248,343,57
152249,204,328
152250,207,453
152251,443,289
152252,80,279
152253,258,375
152254,406,267
152255,248,56
152256,164,393
152257,165,224
152258,405,386
152259,378,157
152260,244,449
152261,33,236
152262,193,283
152263,393,419
152264,213,237
152265,196,444
152266,359,285
152267,343,342
152268,279,347
152269,293,139
152270,85,301
152271,85,16
152272,88,235
152273,299,98
152274,134,60
152275,341,11
152276,220,129
152277,137,251
152278,155,88
152279,180,273
152280,214,344
152281,213,291
152282,398,282
152283,109,444
152284,421,135
152285,135,137
152286,360,266
152287,282,415
152288,24,51
152289,210,138
152290,23,19
152291,86,278
152292,313,128
152293,109,255
152294,405,377
152295,248,153
152296,6,137
152297,172,210
152298,298,314
152299,411,413
152300,132,107
152301,64,182
152302,231,63
152303,418,266
152304,81,273
152305,85,18
152306,418,161
152307,316,93
152308,30,428
152309,51,386
152310,280,382
152311,134,68
152312,92,247
152313,218,18
152314,259,53
152315,302,108
152316,408,162
152317,101,263
152318,89,342
152319,446,405
152320,166,54
152321,166,232
152322,454,189
152323,160,401
152324,263,144
152325,50,1
152326,305,124
152327,131,115
152328,206,141
152329,2,395
152330,314,353
152331,37,246
152332,74,131
152333,448,146
152334,155,119
152335,143,198
152336,304,420
152337,347,367
152338,259,123
152339,314,349
152340,444,328
152341,260,242
152342,10,116
152343,58,348
152344,223,314
152345,348,273
152346,400,243
152347,89,53
152348,383,50
152349,27,192
152350,205,345
152351,166,339
152352,446,344
152353,163,370
152354,422,426
